y,temp,humidity,wind,pressure,region
19.780632565725877,4.015978241316129,75.39023191135342,10.475846970856436,1009.3952104995287,East
35.89842740852723,12.409902158727002,24.714193659887627,9.623623948500814,1017.8767225926387,South
19.15361866362955,34.143336037162875,88.17457808435675,1.7723039743345894,1022.3899550455568,North
40.38643240920967,6.477412835404506,91.37839627847113,5.708636292473181,1019.9745167141884,East
28.65378132027887,15.546079669342463,78.92382847802844,17.74469664849627,1028.2377873786943,South
30.527248956292762,22.16740313899191,85.84649601431957,10.70063537593707,1014.0679299941377,North
11.305145492688926,7.117568862054848,48.375731748880355,14.87804128317514,1023.2547507123707,East
10.272937211168873,28.026165220641857,31.96964169732599,12.950676180762427,1003.7265058099393,North
6.255460479244106,31.252276061282217,34.99613603138683,16.205923908799,1019.964015128001,North
-0.2238875893410111,25.383348710699273,57.59543227714138,6.200709836981402,1011.3229172541064,North
-0.89852337847559,34.47230645433483,69.60392030238582,3.9791581673268377,1011.8266295086277,East
8.711518903852838,5.228046594409457,62.65923731171006,1.2870500051121412,1024.0447298585661,North
29.224191959010803,0.13179936036205486,27.870432556863136,15.151584712814964,1020.7491110135488,North
20.793918024020428,10.677611589000687,74.54309125515843,9.410814362157353,1011.6549663013782,East
12.74684902397214,33.60142137950391,79.17466118196864,12.94720059073028,1033.417841307223,North
32.05509075986336,5.078925044571649,22.214368380052203,1.153401546102836,1023.0706375902449,South
1.617253569945163,30.553696921526424,54.417379883935034,15.237754640470271,1009.4658456500218,North
1.4934841418599993,37.17202532333165,52.83439402405996,10.488524571169247,993.6172461709233,South
21.766770299316327,22.43088502790414,25.04145580419041,2.120295984324204,1015.2224955197852,South
10.340846633751898,35.32157317302271,33.25769280153517,8.972765958295458,1009.8715586780315,South
32.35298008349051,9.924181726460564,81.1243225586512,10.747968914813455,1007.987690762852,South
-0.9456380159889235,28.912871296286156,63.84808314803263,6.133591930078605,1009.03510272862,North
5.263197954130501,31.205318597500437,36.417804088741306,12.800090858402271,1014.2250512031537,East
9.326166707380722,19.499787969956536,54.38022253989095,10.464006096576181,1023.5193001049,North
28.276542839910995,24.110120805880605,84.09639919955173,15.127448751443124,1005.1574541930557,North
30.050400593549575,3.5557900118750307,27.671859099068136,15.542704293705366,1012.4369572231583,East
40.99064605071946,11.053466112532956,91.6611761383022,1.1203627424397309,1011.3859910512094,North
23.34090068163137,3.0717755364343935,30.607247306077788,11.63664594523893,1006.4098115870219,North
20.551194539627485,9.577638071732597,41.805960262556674,13.006999513176886,1015.2503662803574,South
8.333908784889966,35.70287234993759,33.61111840943506,2.567200170920917,1027.1768907147668,South
10.03402781672895,1.2338357322383953,55.21675573382055,15.90207174653838,1017.9294288953749,North
12.3869273631854,19.87320902653673,43.29215258106753,15.416535682543849,1013.5689117786911,North
