X1,X2,X3,X4,X5,Y
57.450712295168486,36.99677718293001,17.974465175076855,20.92192442122609,42.73012790070132,21.932149844204098
47.92603548243223,34.62316841456384,19.566443987853447,31.39614989220498,59.37593022121832,12.891797304608843
59.715328071510385,30.29815184960087,17.622740237000116,35.863944665783556,60.360337440888934,24.831626800263745
72.84544784612038,26.76531611147213,19.076115411082878,58.8768765734019,69.45260691686812,66.97469533476337
46.48769937914996,33.49111656806795,14.319155999138644,45.56553124533758,32.66283273438347,22.237184750375814
46.487945645762295,31.967426927108747,20.639881122118815,26.64518430900109,71.85134547694662,8.374683984717405
73.68819223261087,34.47596610013866,20.003616426086673,44.86036289417637,5.912167367944498,67.06699087218824
61.51152093729363,33.175859008409844,17.54873410679543,24.526960110616344,47.40230895272379,44.56767865336185
42.95788421097572,35.247763576596675,21.977737005297215,50.826910538870735,50.23452315096911,2.5878344462084586
58.13840065378947,27.32382394219716,22.812710412879674,35.28875348182122,72.66653652142477,47.551011929351255
43.04873460781307,36.58697032817163,15.177320406893077,39.06363811260829,60.45261705353738,19.97103953523321
43.01405369644615,30.987998023461998,17.711825664301358,53.2579664754219,31.888738922874268,23.73647546495456
53.629434073490515,40.37630436312632,17.692572950638105,27.1283643141575,40.3001374836597,13.62566540828365
21.300796330133032,26.55406090955216,17.180290696673406,26.028818148870087,63.97360019094814,-9.943615145177915
24.126232512304508,38.67981901582625,22.488424525795246,34.16400673653995,58.41865316270887,-24.159986295781515
41.56568706138541,30.989553917313238,19.41852158368159,50.38378851019317,48.41751780728507,9.961047969869405
34.80753319498364,26.74290998192776,19.206455476068168,24.806539245231576,50.38332420976042,-7.7187874905361245
54.71370998892911,27.58057082972839,13.98841290677974,11.67844401889431,73.92335994318577,59.32540888267407
36.37963886718184,28.3982634590284,21.90625409062768,35.488411415910015,49.646148542615705,15.279308420023815
28.815444479970626,32.12082973200958,16.282224815439584,45.5174079991092,58.238175119418536,-3.8959076851180607
71.98473153382331,32.6141774401775,20.179797890798984,52.00261749738829,103.39873176161086,57.25956386701036
46.61335549270196,27.131499980307105,20.832130813874574,35.36838637914601,31.52634726232154,23.721930678130136
51.012923070318855,29.878227038695087,24.08197578751595,35.885733928839976,22.96314536850683,31.944673612358372
28.628777206798148,40.71135179305932,16.073538802642663,51.53900734255747,75.67179329597214,-41.43671599654321
41.834259132122256,38.637715850503554,10.941463532537524,21.302583003045793,46.427138774117935,18.717553743978076
51.663838845647994,32.18161834837016,20.551548634261085,36.114792248169906,53.63524944514759,16.063175904638253
32.73509633866546,30.190017390841,25.401533544532562,41.90423889925058,44.37687243737771,-3.8962863398893273
55.63547027518508,30.600156633591308,23.716839058818312,44.49218721285034,54.80399718464975,34.708719631140156
40.99041965121793,33.06758986365208,20.628978245823877,34.901933068091175,91.97076224192682,23.54569612095844
45.62459375310085,24.886037174007974,18.525091443103857,40.344410117058416,76.04256917236239,33.07245199581379
40.97440081655905,28.713117312883274,22.42136778991193,15.116726465870105,77.24447023773953,7.884692533723367
77.78417276763406,21.657079630612053,17.079361400886594,33.41751587666152,31.67545888414709,99.44516419824367
49.79754162893099,31.996115613026397,21.42907330806866,44.53508712554468,36.976925268942615,33.72862413923284
34.13433606566149,33.2359796985137,21.516410477499882,30.177059657453206,3.2184268102914615,5.872099512379297
62.338173681547836,27.58406768850313,23.18062972249664,40.58984221589597,43.81238357834492,62.08678241827223
31.687345250434667,37.869933816450164,28.278980116733234,44.46872500802698,79.13406372771317,14.874259306942795
53.132953925071334,23.871171684988294,21.1772479015363,36.57450799142235,70.33893031496741,69.3966604187597
20.604948141803366,22.6781255989509,18.473109122877503,41.70463770996571,55.56973474095752,-7.07942785379095
30.077209266523543,31.12225909279986,19.923277063424017,30.372674347153875,59.55399432563894,14.071784174009125
52.952918538036855,35.23549151306077,14.692772285332644,37.93388720303953,46.22228914849189,25.13646282118907
61.07699869993115,38.419638457289345,17.915860606732824,46.10216169589223,64.09517764803569,33.72510960006194
52.57052421784956,27.7055786856553,18.77215268566069,41.569729609684344,75.3175655896123,20.90799698186079
48.265275764176394,35.393404167156476,18.427734806196224,34.13468730436065,27.682264251790542,14.121115061167785
45.48344456616067,29.807457652496463,20.457064616101167,42.24216404290793,65.99295375674696,15.710547948933012
27.822170144488588,29.136863500295902,17.532740202853397,47.14609790636618,78.64869741909334,5.506486466500871
39.20233687407937,34.41829968743336,23.363092001973413,19.50058721422522,51.69799422073261,17.359256941267088
43.09041843560319,33.261614392067095,20.00062119475459,51.59074064955898,74.01401224241167,-7.632154043515227
65.85683339328374,22.118039215078753,19.972099036584158,36.63745261318928,116.29308888945106,69.31487253801747
55.15427434352692,37.38270174862948,19.016315850461247,44.2548993324023,57.91314414026216,33.69278099120456
23.55439766955899,36.90045677073726,20.465572051576938,51.97246923645228,67.86614100010647,-25.10332063448201
54.86125954092192,26.872186492452354,22.475294794002906,26.28326302769534,45.23885832677217,52.07580017350327
